Hospital_ID,Hospital_Name,Ownership,Facility_Type,State,District,Taluk,Latitude,Longitude,Total_Beds,ICU_Beds,Oxygen_Beds,Ventilators,Emergency_Services,Ambulances,Primary_Specialization,Specializations_List,Contact_Number,Website
HSP0184,Malur Nephrology Center 5,Government,PHC,Karnataka,Kolar,Malur,14.869881,76.639448,56,20,39,3,Yes,5,Nephrology,Pulmonology;General Surgery;Cardiology;General Medicine;Nephrology;ENT;Gastroenterology;OBG;Psychiatry,+91-7044115512,www.malurhealth25.com
HSP0185,Gowribidanur Neurology Center 38,Government,PHC,Karnataka,Chikkaballapur,Gowribidanur,15.089861,76.834782,196,8,37,2,No,1,Neurology,Neurology;Gastroenterology;Dermatology;Nephrology;OBG;ENT;Psychiatry;Ophthalmology;General Medicine;Cardiology,+91-7195342405,www.gowribidanurhealth64.com
HSP0186,Kolar Taluk Radiology Center 244,Trust,PHC,Karnataka,Kolar,Kolar Taluk,13.461936,77.497589,241,15,13,2,No,4,Radiology,ENT;Oncology;Gastroenterology;General Surgery;Cardiology;Orthopedics;Dermatology;Radiology;Endocrinology;Psychiatry;Neurology,+91-7934031007,www.kolartalukhealth16.com
HSP0187,Nyamathi General Medicine Center 246,Private,Taluk Hospital,Karnataka,Davangere,Nyamathi,15.454498,76.422549,169,7,12,7,Yes,0,General Medicine,Cardiology;OBG;ENT;Neurology;Gastroenterology;Pulmonology;Oncology;General Medicine;General Surgery;Nephrology,+91-9983807982,www.nyamathihealth95.com
HSP0188,Sakleshpur General Medicine Center 295,Private,CHC,Karnataka,Hassan,Sakleshpur,14.148309,78.370031,29,9,1,7,No,4,General Medicine,General Surgery;Dermatology;Oncology;Gastroenterology;Ophthalmology;General Medicine,+91-7709913953,www.sakleshpurhealth7.com
HSP0189,Nyamathi Pediatrics Center 298,Trust,Private Nursing Home,Karnataka,Davangere,Nyamathi,12.33415,77.488585,275,14,33,2,No,5,Pediatrics,Pulmonology;Pediatrics;Neurology;Dermatology;General Surgery;General Medicine,+91-8375732480,www.nyamathihealth27.com
HSP0190,Nyamathi Neurology Center 195,Private,PHC,Karnataka,Davangere,Nyamathi,14.46997,77.230236,295,5,40,3,Yes,5,Neurology,Neurology;ENT;Gastroenterology;Nephrology;Orthopedics,+91-8613207573,www.nyamathihealth3.com
HSP0191,Gudibande ENT Center 43,Government,PHC,Karnataka,Chikkaballapur,Gudibande,12.623689,77.127002,205,2,2,0,No,1,ENT,Urology;Ophthalmology;Cardiology;Dermatology;Neurology;Pulmonology;Orthopedics;Pediatrics;Gastroenterology;ENT,+91-7415562778,www.gudibandehealth55.com
HSP0192,Harihara Psychiatry Center 147,Government,PHC,Karnataka,Davangere,Harihara,13.344762,76.060046,248,17,34,6,No,0,Psychiatry,Radiology;Psychiatry;Neurology;Pulmonology;Nephrology;OBG;Pediatrics;Endocrinology;Cardiology;Oncology;General Medicine;Gastroenterology,+91-8232937016,www.hariharahealth31.com
HSP0193,Srirangapatna Cardiology Center 29,Private,CHC,Karnataka,Mandya,Srirangapatna,13.246336,78.351015,270,7,13,4,Yes,4,Cardiology,Dermatology;Endocrinology;Radiology;Urology;Gastroenterology;Cardiology;OBG;Ophthalmology;General Surgery,+91-9784715024,www.srirangapatnahealth18.com
HSP0194,Harihara General Surgery Center 13,Government,Private Nursing Home,Karnataka,Davangere,Harihara,12.345587,77.076793,257,17,33,4,Yes,2,General Surgery,Gastroenterology;Ophthalmology;General Surgery;Pulmonology;Cardiology;Oncology;Psychiatry,+91-9923321282,www.hariharahealth35.com
HSP0195,Harihara Dermatology Center 198,Trust,Private Nursing Home,Karnataka,Davangere,Harihara,13.765268,75.043792,145,20,33,3,Yes,2,Dermatology,ENT;Nephrology;Endocrinology;Orthopedics;Dermatology;General Surgery;Pulmonology;Gastroenterology;OBG;Psychiatry,+91-8925086750,www.hariharahealth8.com
HSP0196,Pandavapura Ophthalmology Center 210,Government,Multi-specialty Hospital,Karnataka,Mandya,Pandavapura,14.092097,76.520705,99,8,1,2,Yes,4,Ophthalmology,Endocrinology;ENT;Psychiatry;Nephrology;General Medicine;Pediatrics;Dermatology;Gastroenterology;Oncology;Orthopedics;Pulmonology;Ophthalmology,+91-7216461756,www.pandavapurahealth3.com
HSP0197,Pandavapura ENT Center 109,Trust,Taluk Hospital,Karnataka,Mandya,Pandavapura,12.714348,75.686662,255,6,35,0,No,0,ENT,Radiology;Ophthalmology;General Medicine;Neurology;ENT,+91-9076619040,www.pandavapurahealth50.com
HSP0198,Gowribidanur Psychiatry Center 34,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Gowribidanur,12.300674,76.75477,94,9,31,7,Yes,3,Psychiatry,Dermatology;Ophthalmology;Orthopedics;Pulmonology;Psychiatry,+91-7215311684,www.gowribidanurhealth57.com
HSP0199,Honnali Psychiatry Center 218,Government,Taluk Hospital,Karnataka,Davangere,Honnali,15.088308,77.962195,165,2,39,4,No,3,Psychiatry,Endocrinology;Ophthalmology;Radiology;OBG;Pulmonology;General Medicine;Orthopedics;Psychiatry,+91-9192744894,www.honnalihealth37.com
HSP0200,Bagepalli Gastroenterology Center 206,Government,CHC,Karnataka,Chikkaballapur,Bagepalli,14.766877,76.085322,289,9,0,8,No,4,Gastroenterology,ENT;Urology;Pulmonology;General Medicine;OBG;Gastroenterology,+91-9680412177,www.bagepallihealth33.com
HSP0201,Maddur Endocrinology Center 122,Trust,Taluk Hospital,Karnataka,Mandya,Maddur,12.212962,78.008632,84,7,25,2,Yes,2,Endocrinology,Pediatrics;General Medicine;Endocrinology;Cardiology;Dermatology,+91-9636994298,www.maddurhealth38.com
HSP0202,Bangarpet Ophthalmology Center 173,Trust,Multi-specialty Hospital,Karnataka,Kolar,Bangarpet,15.357214,77.51178,199,10,30,9,No,3,Ophthalmology,ENT;Ophthalmology;Dermatology;Psychiatry;General Surgery;Radiology;Neurology;Oncology;Urology;General Medicine,+91-7700415953,www.bangarpethealth23.com
HSP0203,Chintamani Radiology Center 190,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Chintamani,13.017274,75.918764,44,17,2,8,Yes,4,Radiology,ENT;General Medicine;Oncology;Endocrinology;Pediatrics;General Surgery;OBG;Gastroenterology;Radiology,+91-7420923749,www.chintamanihealth13.com
HSP0204,Jagalur General Medicine Center 183,Private,Taluk Hospital,Karnataka,Davangere,Jagalur,15.544851,75.283219,101,10,4,10,Yes,0,General Medicine,OBG;Ophthalmology;General Medicine;Gastroenterology;Neurology;Radiology;General Surgery;Psychiatry,+91-8226816639,www.jagalurhealth85.com
HSP0205,Bagepalli Endocrinology Center 122,Government,PHC,Karnataka,Chikkaballapur,Bagepalli,12.24619,78.173105,149,11,26,2,No,4,Endocrinology,Orthopedics;Dermatology;Neurology;Urology;Oncology;Psychiatry;Endocrinology;Pulmonology,+91-7175695255,www.bagepallihealth28.com
HSP0206,Srirangapatna Pediatrics Center 279,Trust,Taluk Hospital,Karnataka,Mandya,Srirangapatna,15.080099,75.647102,262,3,11,4,Yes,2,Pediatrics,Psychiatry;Radiology;Cardiology;Orthopedics;Urology;OBG;ENT;Gastroenterology;Endocrinology;Pediatrics,+91-9648564721,www.srirangapatnahealth12.com
HSP0207,Arsikere Pediatrics Center 143,Government,CHC,Karnataka,Hassan,Arsikere,12.656784,76.170859,145,0,38,8,Yes,2,Pediatrics,Endocrinology;Ophthalmology;Orthopedics;Pulmonology;Pediatrics,+91-9742386430,www.arsikerehealth15.com
HSP0208,Srirangapatna General Medicine Center 132,Trust,Taluk Hospital,Karnataka,Mandya,Srirangapatna,14.349486,76.310539,120,17,35,4,Yes,3,General Medicine,Endocrinology;General Medicine;Ophthalmology;Urology;Psychiatry;Pediatrics;Radiology;Orthopedics,+91-8773462060,www.srirangapatnahealth75.com
HSP0209,Gowribidanur Cardiology Center 295,Trust,Taluk Hospital,Karnataka,Chikkaballapur,Gowribidanur,12.991464,76.74253,214,2,17,0,Yes,2,Cardiology,Urology;Radiology;Ophthalmology;Pulmonology;Psychiatry;Cardiology;Endocrinology;OBG;Oncology;Gastroenterology;Neurology,+91-8137477142,www.gowribidanurhealth98.com
HSP0210,Mulbagal Nephrology Center 81,Government,Multi-specialty Hospital,Karnataka,Kolar,Mulbagal,14.078323,78.421748,49,19,0,0,No,1,Nephrology,Nephrology;Gastroenterology;Pulmonology;Neurology;Dermatology,+91-8827249581,www.mulbagalhealth58.com
HSP0211,Bagepalli Endocrinology Center 184,Private,PHC,Karnataka,Chikkaballapur,Bagepalli,15.627779,78.162087,170,5,2,8,No,2,Endocrinology,Gastroenterology;Endocrinology;Nephrology;OBG;Cardiology,+91-8067152339,www.bagepallihealth62.com
HSP0212,Gowribidanur Orthopedics Center 159,Government,Private Nursing Home,Karnataka,Chikkaballapur,Gowribidanur,12.414322,75.570311,119,8,17,1,No,5,Orthopedics,Orthopedics;Neurology;Endocrinology;Dermatology;General Surgery;Radiology;Psychiatry;Cardiology;Pulmonology;General Medicine;ENT;Gastroenterology,+91-7715255548,www.gowribidanurhealth1.com
HSP0213,Mulbagal Neurology Center 142,Private,Private Nursing Home,Karnataka,Kolar,Mulbagal,13.733367,75.512571,218,7,35,3,Yes,2,Neurology,ENT;Oncology;Neurology;Orthopedics;Urology;Pediatrics,+91-9215273711,www.mulbagalhealth22.com
HSP0214,Srirangapatna Ophthalmology Center 261,Private,Multi-specialty Hospital,Karnataka,Mandya,Srirangapatna,13.213101,76.194184,289,13,32,9,Yes,1,Ophthalmology,OBG;Ophthalmology;General Medicine;Pulmonology;Cardiology;Dermatology;Gastroenterology;Psychiatry;General Surgery;Radiology,+91-7451970982,www.srirangapatnahealth99.com
HSP0215,Honnali General Medicine Center 226,Private,Private Nursing Home,Karnataka,Davangere,Honnali,15.167549,76.579425,294,10,17,4,No,2,General Medicine,OBG;Psychiatry;Endocrinology;Oncology;ENT;Cardiology;Pediatrics;General Medicine;Radiology;General Surgery,+91-7021933207,www.honnalihealth92.com
HSP0216,Nyamathi Neurology Center 6,Government,CHC,Karnataka,Davangere,Nyamathi,12.882662,77.358552,40,11,22,10,Yes,4,Neurology,Cardiology;Urology;Dermatology;Endocrinology;General Surgery;Neurology;OBG,+91-9111756217,www.nyamathihealth44.com
HSP0217,Nyamathi Psychiatry Center 140,Trust,Taluk Hospital,Karnataka,Davangere,Nyamathi,13.687568,75.423698,153,13,18,7,Yes,0,Psychiatry,Orthopedics;Gastroenterology;Psychiatry;Dermatology;General Medicine;Ophthalmology,+91-7564801743,www.nyamathihealth38.com
HSP0218,Gudibande Endocrinology Center 35,Private,Multi-specialty Hospital,Karnataka,Chikkaballapur,Gudibande,15.541143,78.407512,62,9,32,9,Yes,0,Endocrinology,Neurology;General Surgery;Endocrinology;Psychiatry;ENT;Nephrology;Oncology;Radiology;Ophthalmology;Cardiology;Pulmonology,+91-9285870983,www.gudibandehealth81.com
HSP0219,Nyamathi Orthopedics Center 121,Private,PHC,Karnataka,Davangere,Nyamathi,12.020346,77.222379,272,15,31,4,No,0,Orthopedics,Ophthalmology;Orthopedics;Pediatrics;Dermatology;Radiology;ENT,+91-8964823903,www.nyamathihealth78.com
HSP0220,Srirangapatna Nephrology Center 187,Trust,PHC,Karnataka,Mandya,Srirangapatna,12.049695,77.404671,132,14,28,6,Yes,0,Nephrology,Urology;Psychiatry;Cardiology;Neurology;Nephrology;General Surgery;Endocrinology;Radiology,+91-9320880639,www.srirangapatnahealth6.com
HSP0221,Mulbagal Urology Center 218,Private,Private Nursing Home,Karnataka,Kolar,Mulbagal,14.825264,75.850097,23,0,33,4,No,1,Urology,Pediatrics;General Surgery;Endocrinology;ENT;Urology;Gastroenterology;Ophthalmology;General Medicine;Orthopedics;OBG;Nephrology;Radiology,+91-7140532152,www.mulbagalhealth57.com
HSP0222,Gudibande Dermatology Center 37,Government,CHC,Karnataka,Chikkaballapur,Gudibande,13.362703,75.572364,244,17,2,1,No,2,Dermatology,Pulmonology;Oncology;Nephrology;Dermatology;Orthopedics;Pediatrics;Radiology;Gastroenterology;General Medicine,+91-8286878842,www.gudibandehealth31.com
HSP0223,Belur Cardiology Center 132,Government,Private Nursing Home,Karnataka,Hassan,Belur,12.833566,77.18393,79,20,12,0,Yes,5,Cardiology,OBG;Urology;Radiology;Cardiology;Ophthalmology;General Medicine;General Surgery;Nephrology,+91-9233237852,www.belurhealth1.com
HSP0224,Honnali OBG Center 125,Government,Taluk Hospital,Karnataka,Davangere,Honnali,12.957254,75.14364,262,16,36,1,Yes,5,OBG,General Surgery;Psychiatry;Orthopedics;General Medicine;Endocrinology;Ophthalmology;OBG,+91-9262860362,www.honnalihealth59.com
HSP0225,Belur General Surgery Center 261,Trust,Private Nursing Home,Karnataka,Hassan,Belur,13.919235,75.047431,244,3,37,9,Yes,4,General Surgery,Neurology;Nephrology;Pulmonology;Endocrinology;Gastroenterology;General Surgery;Psychiatry;Cardiology;Dermatology,+91-8110887881,www.belurhealth65.com
HSP0226,Malur Endocrinology Center 141,Private,Multi-specialty Hospital,Karnataka,Kolar,Malur,12.400387,75.174591,150,2,8,10,Yes,4,Endocrinology,Dermatology;Oncology;OBG;Nephrology;Endocrinology,+91-8726312368,www.malurhealth97.com
HSP0227,Arsikere General Medicine Center 217,Government,Taluk Hospital,Karnataka,Hassan,Arsikere,14.846657,76.004203,135,17,5,2,Yes,3,General Medicine,General Medicine;Orthopedics;Pediatrics;ENT;OBG;Neurology;Dermatology;Urology,+91-7640364515,www.arsikerehealth66.com
HSP0228,Harihara Pediatrics Center 159,Government,Private Nursing Home,Karnataka,Davangere,Harihara,12.686146,77.553742,91,4,32,3,No,0,Pediatrics,Gastroenterology;Psychiatry;ENT;Cardiology;OBG;Radiology;Neurology;General Surgery;Urology;Pediatrics,+91-7228269446,www.hariharahealth21.com
HSP0229,Arsikere Orthopedics Center 104,Private,Taluk Hospital,Karnataka,Hassan,Arsikere,13.687439,75.400062,273,10,20,0,No,4,Orthopedics,OBG;Nephrology;Orthopedics;General Medicine;Cardiology;Dermatology;Oncology;Pulmonology;Urology;ENT;Ophthalmology,+91-8258288186,www.arsikerehealth33.com
HSP0230,Nyamathi Gastroenterology Center 162,Private,PHC,Karnataka,Davangere,Nyamathi,15.660972,76.827668,29,20,31,1,Yes,1,Gastroenterology,Dermatology;General Medicine;Ophthalmology;Psychiatry;Orthopedics;General Surgery;Pulmonology;Radiology;Oncology;Nephrology;Gastroenterology;OBG,+91-7641683722,www.nyamathihealth18.com
HSP0231,Arsikere Pediatrics Center 86,Private,CHC,Karnataka,Hassan,Arsikere,14.161199,75.583687,169,0,1,2,No,5,Pediatrics,ENT;Ophthalmology;Oncology;Pulmonology;Neurology;Pediatrics;Radiology;OBG;Psychiatry,+91-9713247778,www.arsikerehealth63.com
HSP0232,Sakleshpur Urology Center 173,Government,PHC,Karnataka,Hassan,Sakleshpur,14.807244,77.931137,46,20,26,8,No,1,Urology,Gastroenterology;Urology;Orthopedics;Ophthalmology;Oncology;Psychiatry,+91-9157762033,www.sakleshpurhealth90.com
HSP0233,Mulbagal Pulmonology Center 246,Government,PHC,Karnataka,Kolar,Mulbagal,12.101119,78.191381,245,7,8,5,Yes,4,Pulmonology,Orthopedics;Urology;Pediatrics;Ophthalmology;Neurology;Pulmonology;Endocrinology;Cardiology;ENT,+91-7000649030,www.mulbagalhealth11.com
HSP0234,Maddur Pediatrics Center 247,Private,PHC,Karnataka,Mandya,Maddur,13.179779,75.122216,211,6,15,2,No,1,Pediatrics,Cardiology;Dermatology;Nephrology;Radiology;General Surgery;Gastroenterology;ENT;Neurology;General Medicine;Endocrinology;Pediatrics,+91-9464190168,www.maddurhealth15.com
HSP0235,Bagepalli Dermatology Center 69,Trust,Multi-specialty Hospital,Karnataka,Chikkaballapur,Bagepalli,12.350934,77.810752,256,17,32,7,Yes,0,Dermatology,Nephrology;Urology;Cardiology;Orthopedics;Pediatrics;ENT;Dermatology;Psychiatry;General Surgery;Radiology;Ophthalmology,+91-8480983250,www.bagepallihealth54.com
HSP0236,Nyamathi ENT Center 2,Government,CHC,Karnataka,Davangere,Nyamathi,13.638644,75.825967,42,8,7,4,No,1,ENT,ENT;Orthopedics;Endocrinology;Pulmonology;Urology;General Surgery;Psychiatry,+91-9458339225,www.nyamathihealth33.com
HSP0237,Bagepalli Cardiology Center 66,Government,Private Nursing Home,Karnataka,Chikkaballapur,Bagepalli,15.510504,78.497282,61,18,8,9,No,5,Cardiology,Orthopedics;Endocrinology;Radiology;Gastroenterology;Nephrology;Oncology;Cardiology;General Medicine,+91-7508707327,www.bagepallihealth73.com
HSP0238,Holenarasipura Urology Center 256,Trust,PHC,Karnataka,Hassan,Holenarasipura,13.176612,75.27101,75,0,8,6,Yes,3,Urology,Dermatology;Urology;Oncology;Nephrology;Ophthalmology;Gastroenterology;OBG;Orthopedics;Pulmonology,+91-7197809844,www.holenarasipurahealth80.com
HSP0239,Kolar Taluk General Surgery Center 290,Government,Multi-specialty Hospital,Karnataka,Kolar,Kolar Taluk,13.33102,78.474673,43,2,1,5,Yes,4,General Surgery,Gastroenterology;Neurology;Pediatrics;General Surgery;General Medicine;OBG;Cardiology;Ophthalmology;Pulmonology;Oncology;Dermatology;ENT,+91-9594263163,www.kolartalukhealth70.com
HSP0240,Gowribidanur Endocrinology Center 12,Government,Taluk Hospital,Karnataka,Chikkaballapur,Gowribidanur,14.818926,76.64275,145,17,18,0,Yes,2,Endocrinology,Radiology;Cardiology;Pulmonology;General Surgery;General Medicine;Endocrinology;Dermatology;Gastroenterology,+91-7407402641,www.gowribidanurhealth40.com
HSP0241,Jagalur Radiology Center 56,Trust,CHC,Karnataka,Davangere,Jagalur,12.949804,75.854748,120,19,8,1,Yes,4,Radiology,Urology;Cardiology;Ophthalmology;Neurology;Pulmonology;OBG;Radiology;Pediatrics;General Surgery,+91-8908785651,www.jagalurhealth24.com
HSP0242,Honnali Psychiatry Center 240,Private,Taluk Hospital,Karnataka,Davangere,Honnali,13.467109,76.464881,102,11,6,9,No,0,Psychiatry,Pulmonology;Dermatology;Urology;Nephrology;Neurology;General Surgery;OBG;Cardiology;ENT;Orthopedics;Ophthalmology;Psychiatry,+91-8145419753,www.honnalihealth76.com
HSP0243,Jagalur General Surgery Center 49,Private,Multi-specialty Hospital,Karnataka,Davangere,Jagalur,13.918366,76.640587,164,15,15,6,No,5,General Surgery,Oncology;Cardiology;Radiology;Pulmonology;Pediatrics;Psychiatry;ENT;General Surgery;OBG;Nephrology,+91-7409234262,www.jagalurhealth7.com
HSP0244,Chintamani ENT Center 177,Trust,Taluk Hospital,Karnataka,Chikkaballapur,Chintamani,13.368325,75.591019,117,0,6,4,Yes,0,ENT,Oncology;Psychiatry;ENT;Neurology;Cardiology;Nephrology;Radiology;General Surgery;General Medicine;Gastroenterology,+91-7577112503,www.chintamanihealth22.com
HSP0245,Srirangapatna Endocrinology Center 23,Private,CHC,Karnataka,Mandya,Srirangapatna,12.29738,77.185138,216,20,10,5,Yes,1,Endocrinology,Dermatology;Pulmonology;Radiology;Endocrinology;General Surgery,+91-9680224647,www.srirangapatnahealth8.com
HSP0246,Mulbagal Dermatology Center 55,Government,Multi-specialty Hospital,Karnataka,Kolar,Mulbagal,13.102205,77.75171,70,9,39,4,No,0,Dermatology,Oncology;Radiology;Endocrinology;Urology;General Medicine;Nephrology;Cardiology;General Surgery;Dermatology,+91-9736119700,www.mulbagalhealth95.com
HSP0247,Sakleshpur Ophthalmology Center 264,Government,Private Nursing Home,Karnataka,Hassan,Sakleshpur,13.286068,77.805049,20,17,1,5,No,0,Ophthalmology,Oncology;General Surgery;Cardiology;Nephrology;Dermatology;Ophthalmology;OBG;Neurology;Pulmonology;Urology,+91-9994652135,www.sakleshpurhealth52.com
HSP0248,Gudibande Ophthalmology Center 77,Government,Multi-specialty Hospital,Karnataka,Chikkaballapur,Gudibande,13.62405,77.355029,146,3,5,2,Yes,0,Ophthalmology,Nephrology;Gastroenterology;Pediatrics;Ophthalmology;General Medicine;Neurology;ENT;Psychiatry;Dermatology;OBG;Oncology;Pulmonology,+91-7557365580,www.gudibandehealth97.com
HSP0249,Arsikere Orthopedics Center 265,Government,PHC,Karnataka,Hassan,Arsikere,14.667048,78.020973,259,20,33,0,No,1,Orthopedics,Pulmonology;Orthopedics;Dermatology;Pediatrics;Gastroenterology;Psychiatry;ENT;Urology;General Surgery;Endocrinology,+91-9701631381,www.arsikerehealth10.com
HSP0250,Gowribidanur ENT Center 69,Private,PHC,Karnataka,Chikkaballapur,Gowribidanur,13.295514,75.270046,155,14,0,8,Yes,5,ENT,Nephrology;ENT;Ophthalmology;Pulmonology;Cardiology;Urology;Neurology;Endocrinology;Orthopedics;Dermatology;General Surgery;Oncology,+91-8991950190,www.gowribidanurhealth20.com
HSP0251,Kolar Taluk Psychiatry Center 190,Private,Private Nursing Home,Karnataka,Kolar,Kolar Taluk,13.483423,75.300616,172,4,7,8,Yes,1,Psychiatry,Ophthalmology;ENT;Psychiatry;Nephrology;General Medicine;OBG;Endocrinology;General Surgery;Oncology;Orthopedics;Pediatrics;Pulmonology,+91-7396950262,www.kolartalukhealth17.com
HSP0252,Malavalli OBG Center 192,Government,Taluk Hospital,Karnataka,Mandya,Malavalli,13.970707,75.602205,68,20,37,3,Yes,3,OBG,Neurology;ENT;OBG;Nephrology;Urology;Ophthalmology;Orthopedics;Radiology;Gastroenterology;Dermatology;Pediatrics,+91-9449132786,www.malavallihealth59.com
HSP0253,Maddur ENT Center 159,Private,Multi-specialty Hospital,Karnataka,Mandya,Maddur,12.351206,78.184081,203,8,10,4,No,4,ENT,Gastroenterology;Psychiatry;Ophthalmology;Radiology;Dermatology;ENT;Orthopedics;Cardiology;General Surgery;Oncology;OBG;Neurology,+91-7837919449,www.maddurhealth34.com
HSP0254,Honnali Neurology Center 141,Government,Private Nursing Home,Karnataka,Davangere,Honnali,14.236883,75.599483,148,7,35,4,Yes,4,Neurology,Pulmonology;Urology;ENT;Dermatology;Pediatrics;Ophthalmology;General Medicine;Orthopedics;Neurology;Endocrinology;Psychiatry,+91-7004905119,www.honnalihealth27.com
HSP0255,Gowribidanur Gastroenterology Center 86,Private,PHC,Karnataka,Chikkaballapur,Gowribidanur,14.196615,77.508257,109,12,12,2,No,4,Gastroenterology,Radiology;ENT;Oncology;Urology;Pulmonology;Endocrinology;Orthopedics;Gastroenterology;Cardiology;Neurology;General Surgery;General Medicine,+91-8573369165,www.gowribidanurhealth42.com
HSP0256,Sakleshpur ENT Center 33,Private,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,13.677009,76.111036,92,7,16,3,No,0,ENT,Gastroenterology;ENT;Radiology;General Medicine;Orthopedics;Psychiatry;Cardiology;Dermatology;Endocrinology;Nephrology;Urology;OBG,+91-9704542107,www.sakleshpurhealth31.com
HSP0257,Malur General Medicine Center 196,Government,Taluk Hospital,Karnataka,Kolar,Malur,14.63577,78.389313,100,19,28,7,Yes,1,General Medicine,Endocrinology;Orthopedics;Pulmonology;Dermatology;Oncology;Gastroenterology;Psychiatry;General Medicine;Pediatrics;Urology,+91-7918125316,www.malurhealth12.com
HSP0258,Gudibande OBG Center 284,Trust,PHC,Karnataka,Chikkaballapur,Gudibande,13.965845,75.301029,270,10,16,1,Yes,5,OBG,Orthopedics;General Medicine;Dermatology;Pediatrics;OBG,+91-8200788394,www.gudibandehealth8.com
HSP0259,Bagepalli Oncology Center 78,Government,CHC,Karnataka,Chikkaballapur,Bagepalli,15.035287,77.768626,206,7,1,6,Yes,5,Oncology,ENT;Psychiatry;General Surgery;Cardiology;Nephrology;Oncology;Pulmonology;Dermatology;Neurology;General Medicine,+91-7738032980,www.bagepallihealth72.com
HSP0260,Belur General Medicine Center 235,Government,Multi-specialty Hospital,Karnataka,Hassan,Belur,14.149618,77.201138,72,11,40,0,No,3,General Medicine,General Medicine;Orthopedics;Endocrinology;Pediatrics;ENT;Dermatology;Nephrology;Radiology;Neurology;Ophthalmology;Gastroenterology,+91-9340296388,www.belurhealth29.com
HSP0261,Malur ENT Center 294,Trust,CHC,Karnataka,Kolar,Malur,12.148893,75.802668,131,3,33,5,No,3,ENT,Ophthalmology;General Medicine;Radiology;Gastroenterology;Orthopedics;Cardiology;ENT;Oncology;Pediatrics,+91-7904258074,www.malurhealth62.com
HSP0262,Malavalli Gastroenterology Center 40,Private,PHC,Karnataka,Mandya,Malavalli,12.517767,75.589161,194,14,21,10,Yes,0,Gastroenterology,Nephrology;ENT;Cardiology;OBG;Psychiatry;Gastroenterology;Dermatology;Orthopedics,+91-8787587489,www.malavallihealth68.com
HSP0263,Gowribidanur Radiology Center 129,Trust,PHC,Karnataka,Chikkaballapur,Gowribidanur,13.041899,77.308033,87,0,7,5,Yes,3,Radiology,Neurology;Dermatology;Ophthalmology;Orthopedics;Oncology;Radiology;ENT;General Medicine,+91-7889980581,www.gowribidanurhealth72.com
HSP0264,Chintamani OBG Center 161,Private,PHC,Karnataka,Chikkaballapur,Chintamani,14.387333,75.535826,166,13,5,9,No,4,OBG,ENT;General Medicine;Nephrology;Psychiatry;Orthopedics;OBG;Pulmonology;Gastroenterology,+91-9509327632,www.chintamanihealth9.com
HSP0265,Bagepalli Psychiatry Center 98,Government,CHC,Karnataka,Chikkaballapur,Bagepalli,12.669798,75.261175,138,19,4,2,Yes,0,Psychiatry,Oncology;Endocrinology;Gastroenterology;Pediatrics;ENT;General Surgery;Psychiatry,+91-7171817534,www.bagepallihealth4.com
HSP0266,Arsikere OBG Center 77,Private,Taluk Hospital,Karnataka,Hassan,Arsikere,12.865495,78.193247,274,1,3,4,No,5,OBG,General Medicine;General Surgery;OBG;Orthopedics;Ophthalmology;Radiology;Nephrology;Psychiatry,+91-8713797024,www.arsikerehealth14.com
HSP0267,Bagepalli General Medicine Center 185,Private,Taluk Hospital,Karnataka,Chikkaballapur,Bagepalli,14.279782,77.187749,257,2,28,10,Yes,5,General Medicine,Urology;Endocrinology;Pediatrics;Gastroenterology;Psychiatry;Nephrology;General Medicine,+91-7200028274,www.bagepallihealth19.com
HSP0268,Mulbagal Dermatology Center 200,Private,Taluk Hospital,Karnataka,Kolar,Mulbagal,15.144731,77.274326,140,19,10,0,Yes,3,Dermatology,Orthopedics;Pulmonology;Oncology;ENT;Cardiology;Radiology;Endocrinology;OBG;Dermatology;Pediatrics,+91-8448950976,www.mulbagalhealth8.com
HSP0269,Malur Endocrinology Center 141,Private,Taluk Hospital,Karnataka,Kolar,Malur,13.811914,75.858525,274,19,22,10,Yes,1,Endocrinology,Pediatrics;Dermatology;ENT;Pulmonology;Endocrinology;Oncology,+91-7568687730,www.malurhealth51.com
HSP0270,Jagalur ENT Center 270,Government,Multi-specialty Hospital,Karnataka,Davangere,Jagalur,15.680944,75.479491,259,7,11,10,Yes,2,ENT,Orthopedics;Gastroenterology;ENT;OBG;General Surgery;Dermatology;Pulmonology;General Medicine;Psychiatry;Urology;Pediatrics;Endocrinology,+91-9556443317,www.jagalurhealth84.com
HSP0271,Arsikere Dermatology Center 290,Government,Private Nursing Home,Karnataka,Hassan,Arsikere,13.273002,78.447877,276,0,19,9,Yes,2,Dermatology,Dermatology;Pulmonology;Oncology;Ophthalmology;Endocrinology,+91-7842230246,www.arsikerehealth45.com
HSP0272,Belur Endocrinology Center 2,Government,Taluk Hospital,Karnataka,Hassan,Belur,14.909618,77.177204,265,11,40,5,No,1,Endocrinology,Endocrinology;Psychiatry;Urology;Cardiology;Orthopedics;Radiology;Dermatology;Ophthalmology;General Surgery;Oncology;Pediatrics,+91-7843888531,www.belurhealth98.com
